ID,PRCCODE,Description,EXPQNT,EXPVAL,IMPQNT,IMPVAL,PRODQNT,PRODVAL,QNTUNIT
758,14142489,"Women¿s or girls¿ singlets, vests, briefs, panties, negligees, bathrobes, dressing gowns and similar articles, of textiles (excluding cotton, man-made fibres, knitted or crocheted)",:,"2,323,330",:,"7,106,510",:,:,p/st
759,14142530,Brassieres,"11,353,114","100,194,250","84,405,956","368,302,890","984,137","6,606,685",p/st
760,14142550,"Girdles, panty-girdles and corselettes (including bodies with adjustable straps)","286,973","3,198,720","2,325,494","10,122,850","50,908","939,291",p/st
761,14142570,"Braces, suspenders, garters and similar articles and parts thereof",:,"10,117,070",:,"23,901,340",:,"3,850,979",:
762,14143000,"T-shirts, singlets and vests, knitted or crocheted","128,209,344","682,398,410","562,432,992","1,983,706,850","1,500,917","14,811,633",p/st
763,14191100,"Babies¿ garments and clothing accessories, knitted or crocheted including vests, rompers, underpants, stretch-suits, gloves or mittens or mitts, outerwear (for children of height <= 86 cm)",:,"82,170,480",:,"418,799,540",:,:,:
764,14191210,"Track-suits, of knitted or crocheted textiles","1,977,843","24,108,510","9,743,201","74,002,450",:,:,p/st
765,14191230,"Ski-suits, of knitted or crocheted textiles",:,"698,900",:,"1,069,340",0,0,p/st
766,14191240,"Men¿s or boys¿ swimwear, of knitted or crocheted textiles","1,605,866","14,169,890","3,411,890","15,105,320","27,069","273,536",p/st
767,14191250,"Women¿s or girls¿ swimwear, of knitted or crocheted textiles","6,186,537","84,274,740","29,704,948","175,160,940","31,716","517,684",p/st
768,14191290,"Other garments, knitted or crocheted (including bodies with a proper sleeve)","4,344,800","139,024,150","10,936,300","252,650,720","1,120,676","7,126,629",kg
769,14191300,"Gloves, mittens and mitts, of knitted or crocheted textiles","24,720,488","33,527,310","267,799,911","146,994,120","713,762","5,576,969",pa
770,14191930,"Shawls, scarves, mufflers, mantillas, veils and the like, of knitted or crocheted textiles",:,"20,214,680",:,"49,367,530","1,453,184","17,997,988",p/st
771,14191960,"Clothing accessories and parts thereof, of knitted or crocheted textiles (excluding gloves, mittens, shawls, scarves, mufflers, mantillas and veils)",:,"14,031,340",:,"23,393,130",:,"448,735",:
772,14192100,"Babies' clothing and accessories, of textiles, not knitted or crocheted (for children of height <= 86 cm) including vests, rompers, underpants, stretch-suits, napkins, gloves, mittens and outerwear",:,:,:,:,:,:,:
773,14192150,"Babies clothing and accessories, of textiles, not knitted or crocheted (for children of height <= 86 cm) including vests, rompers, underpants, stretch-suits, gloves, mittens and outerwear (excluding sanitary towels and napkins and similar articles)",:,"34,897,270",:,"128,557,010",:,"1,885,364",:
774,14192210,"Other men¿s or boys¿ apparel n.e.c., including tracksuits and jogging suits (excluding waistcoats, ski-suits, knitted or crocheted)",:,"31,091,000",:,"77,101,340","2,506,229","54,689,107",p/st
775,14192220,"Other women¿s or girls¿ apparel n.e.c., including tracksuits and jogging suits (excluding waistcoats, ski-suits, knitted or crocheted)",:,"96,395,720",:,"185,903,720","1,906,395","18,610,618",p/st
776,14192230,Ski-suits (excluding of knitted or crocheted textiles),"32,449","1,033,550","97,674","1,581,420",0,0,p/st
777,14192240,Men¿s or boys¿ swimwear (excluding of knitted or crocheted textiles),"1,229,714","16,799,460","7,967,335","42,040,080",:,:,p/st
778,14192250,Women¿s or girls¿ swimwear (excluding of knitted or crocheted textiles),"590,699","9,768,280","2,501,880","16,021,440","37,649","603,588",p/st
779,14192310,Handkerchiefs,"223,933","1,718,720","5,897,725","6,436,860","52,023","507,511",p/st
780,14192333,"Shawls, scarves, mufflers, mantillas, veils and the like (excluding articles of silk or silk waste, knitted or crocheted)","4,486,214","99,759,300","31,204,283","120,658,560","3,266,318","103,186,355",p/st
781,14192338,"Shawls, scarves, mufflers, mantillas, veils and the like, of silk or silk waste (excluding knitted or crocheted)","251,592","5,996,820","1,288,427","29,102,840","54,191","462,298",p/st
782,14192353,"Ties, bow ties and cravats (excluding articles of silk or silk waste, knitted or crocheted)","1,060,159","4,568,320","8,444,335","10,596,400","3,502,056","10,769,631",p/st
783,14192358,"Ties, bow ties and cravats, of silk or silk waste (excluding knitted or crocheted)","595,781","13,372,170","3,451,214","21,585,050","387,255","14,454,454",p/st
784,14192370,"Gloves, mittens and mitts (excluding knitted or crocheted)","1,870,851","13,755,720","14,019,444","38,020,810",:,"19,708,153",pa
785,14192393,"Clothing accessories of textiles (excluding shawls, scarves and mufflers, mantillas and veils, ties, bow-ties and cravats, gloves, mittens and mitts, knitted or crocheted)",:,:,:,:,:,:,:
786,14192395,"Parts of garments or of clothing accessories, of textiles (excluding bras, girdles and corsets, braces, suspenders and garters, knitted or crocheted)",:,:,:,:,:,:,:
787,14192396,"Clothing accessories, parts of garments or of clothing accessories,  of textiles, n.e.c. and parts thereof, (excluding shawls, scarves and mufflers, mantillas and veils, ties, bow-ties and cravats, gloves, mittens and mitts and parts thereof; bras, girdles and corsets, braces, suspenders and garters",:,"108,576,990",:,"42,253,630",:,"2,366,877",:
788,14193175,"Gloves, mittens and mitts, of leather or composition leather (excluding for sport, protective for all trades)","796,231","17,073,640","5,471,399","27,176,070","86,300","1,718,077",pa
789,14193180,"Belts and bandoliers, of leather or composition leather",:,"24,766,020",:,"96,623,700","225,252","4,196,855",p/st
790,14193190,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, belts and bandoliers)",:,"5,934,950",:,"4,612,380",:,"1,555,312",:
791,14193200,"Garments made up of felt or non-wovens, textile fabrics impregnated or coated",:,"208,144,020",:,"354,301,330","223,492","39,271,626",p/st
792,14194130,"Hat-forms, hat bodies and hoods, plateaux and manchons of felt (including slit manchons) (excluding those blocked to shape, those with made brims)","91,418","796,310","250,873","1,228,740",0,0,p/st
793,14194150,"Hat-shapes, plaited or made by assembling strips of any material (excluding those blocked to shape, those with made brims, those lined or trimmed)","41,759","291,490","323,932","760,870",0,0,p/st
794,14194230,"Felt hats and other felt headgear, made from hat bodies or hoods and plateaux","465,334","4,495,980","2,737,912","8,251,720","79,157","3,229,307",p/st
795,14194250,"Hats and other headgear, plaited or made by assembling strips of any material","921,319","7,904,280","5,774,882","16,096,940","419,000","11,359,655",p/st
796,14194270,"Hats and other headgear, knitted or crocheted or made-up from lace, felt or other textile fabric in the piece (but not in strips); hair-nets of any material",:,"85,491,970",:,"208,743,550","1,382,301","19,961,343",p/st
797,14194300,"Other headgear (except headgear of rubber or of plastics, safety headgear and asbestos headgear); headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear",:,"14,947,100",:,"35,047,850",:,"7,327,825",:
798,14201030,"Articles of apparel and clothing accessories, of furskins (excluding hats and headgear)",:,"22,892,110",:,"52,426,880",:,"759,571",:
799,14201090,"Articles of furskin (excluding apparel, clothing accessories, hats and headgear)",:,"5,129,810",:,"6,018,960",:,:,:
800,14311033,"Panty hose and tights, of knitted or crocheted synthetic fibres, measuring per single yarn < 67 decitex","2,332,550","6,697,460","43,894,378","60,460,060",:,:,p/st
801,14311035,"Panty hose and tights, of knitted or crocheted synthetic fibres, measuring per single yarn >= 67 decitex","921,877","2,488,560","8,129,892","18,034,030",:,:,p/st
802,14311037,"Pantyhose and tights of textile materials, knitted or crocheted (excl. graduated compression hosiery, those of synthetic fibres and hosiery for babies)","2,537,215","6,669,190","19,314,942","28,759,760","26,017","126,595",p/st
803,14311050,"Women¿s full-length or knee-length knitted or crocheted hosiery, measuring per single yarn < 67 decitex","222,784","902,720","9,942,876","9,825,150","21,504","230,584",pa
804,14311090,"Knitted or crocheted hosiery and footwear (including socks; excluding women¿s full-length/knee-length hosiery, measuring <67decitex, panty-hose and tights, footwear with applied soles)",:,"110,692,860",:,"442,431,450","15,325,536","36,826,757",pa
805,14391031,"Men¿s or boys¿ jerseys, pullovers, sweatshirts, waistcoats and cardigans, of wool or fine animal hair (excluding jerseys and pullovers containing >= 50 % of wool and weighing >= 600 g)","1,947,259","63,924,090","7,624,869","130,869,200","623,777","36,339,592",p/st
806,14391032,"Women¿s or girls¿ jerseys, pullovers, sweatshirts, waistcoats and cardigans, of wool or fine animal hair (excluding jerseys and pullovers containing >= 50 % of wool and weighing >= 600 g)","1,938,408","94,277,750","7,263,295","186,248,480","262,344","36,133,874",p/st
807,14391033,"Jerseys and pullovers, containing >= 50 % by weight of wool and weighing >= 600 g per article","854,055","34,365,320","1,727,236","37,053,460","157,789",:,p/st
808,14391053,"Lightweight fine knit roll, polo or turtle neck jumpers and pullovers, of cotton","3,214,290","68,142,740","7,102,851","70,834,180",:,:,p/st
809,14391055,"Lightweight fine knit roll, polo or turtle neck jumpers and pullovers, of man-made fibres","1,893,447","25,165,610","8,516,903","59,040,340",:,:,p/st
810,14391061,"Men¿s or boys¿ jerseys, pullovers, sweatshirts, waistcoats and cardigans, of cotton (excluding lightweight fine knit roll, polo or turtle neck jumpers and pullovers)","11,004,967","162,892,760","62,756,606","508,443,070","193,189","7,213,663",p/st
811,14391062,"Women¿s or girls¿ jerseys, pullovers, sweatshirts, waistcoats and cardigans, of cotton (excluding lightweight fine knit roll, polo or turtle neck jumpers and pullovers)","12,877,737","129,042,870","53,995,849","400,899,990",:,"30,691,413",p/st
812,14391071,"Men¿s or boys¿ jerseys, pullovers, sweatshirts, waistcoats and cardigans, of man-made fibres (excluding lightweight fine knit roll, polo or turtle neck jumpers and pullovers)","7,162,730","70,923,990","45,180,991","257,245,950","1,032,854","8,071,571",p/st
813,14391072,"Women¿s or girls¿ jerseys, pullovers, sweatshirts, waistcoats and cardigans, of man-made fibres (excluding lightweight fine knit roll, polo or turtle neck jumpers and pullovers)","11,501,958","129,916,120","98,423,810","654,943,000","6,128,351","59,860,293",p/st
814,14391090,"Jerseys, pullovers, sweatshirts, waistcoats and cardigans, of textile materials (excluding those of wool or fine animal hair, cotton, man-made fibres)","1,813,471","24,295,620","7,612,995","61,812,440",:,:,p/st
815,15111030,"Tanned or dressed whole furskins, not assembled, of rabbit, hare or lamb","13,933","409,000","307,517","4,511,660",:,:,p/st
816,15111050,"Tanned or dressed furskins or skins (excluding rabbit, hare or lamb)",:,"11,902,150",:,"7,236,290",:,0,:
817,15112100,Chamois leather and combination chamois leather,:,"2,194,600",:,"2,601,620",:,:,m¿
818,15112200,Patent leather; patent laminated leather and metallised leather,:,"352,990",:,"1,604,580",0,0,m¿
819,15113100,"Leather, of bovine animals, without hair, whole","7,388,400","78,601,030","2,486,500","49,565,870","4,976,004","11,526,941",kg
820,15113200,"Leather, of bovine animals, without hair, not whole","5,099,100","88,335,700","3,390,600","43,791,100","8,322,926","238,708,729",kg
821,15113300,"Leather, of equine animals, without hair","1,171,200","4,463,220","1,430,500","16,259,400",0,0,kg
822,15114130,"Sheep or lamb skin leather without wool on, tanned but not further prepared (excluding chamois leather)","520,900","1,450,590","131,200","3,644,650",:,:,kg
823,15114150,"Sheep or lamb skin leather without wool on, parchment-dressed or prepared after tanning (excluding chamois, patent, patent laminated leather and metallised leather)",:,"8,236,520",:,"936,290",:,:,m¿
824,15114230,Goat or kid skin leather without hair on; tanned or pre-tanned but not further prepared (excluding chamois leather),"13,600","231,040","97,800","548,380",0,0,kg
825,15114250,"Goat or kid skin leather without hair on, parchment-dressed or prepared after tanning (excluding chamois leather, patent leather, patent laminated leather and metallised leather)",:,"1,739,570",:,"391,620","17,536","1,461,496",m¿
826,15114330,"Leather of swine without hair on, tanned but not further prepared",100,"1,980",500,"13,270",0,0,kg
827,15114350,Leather of swine without hair on; parchment-dressed or prepared after tanning (excluding patent leather; patent laminated leather and metallised leather),:,"353,880",:,"1,162,150",:,:,m¿
828,15115100,"Leather of other animals, without hair on","1,486,100","2,828,300","116,300","864,140",0,0,kg
829,15115200,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strips",:,"21,758,800",:,"1,695,130",:,:,m¿
830,15121100,"Saddlery and harness for any animal made from any material (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like)",:,:,:,:,:,:,:
831,15121110,"Saddlery and harness for any animal made from any material (including riding whips and crops and their parts, traces, leads, kneepads, muzzles, saddle cloths, dog coats,",:,:,:,:,:,"33,276,441",:
832,15121210,"Trunks, suitcases, vanity cases, briefcases, school satchels and similar containers of leather, composition leather, patent leather, plastics, textile materials, aluminium or other materials",:,"158,079,500",:,"368,403,980","894,270","24,808,129",p/st
833,15121220,"Handbags of leather, composition leather, patent leather, plastic sheeting, textile materials or other materials (including those without a handle)","12,782,160","341,373,120","78,855,982","1,142,896,260",:,:,p/st
834,15121230,Articles normally carried in pocket or handbag,:,"77,729,400",:,"315,520,240",:,"7,163,929",:
835,15121250,"Cases and containers, n.e.c.",:,"245,712,420",:,"792,496,370",:,"31,767,472",:
